MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SalePrice,TotalSF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
5,6.268453117386751,18.41176398855264,1,1,0,0,8,4,2001,2002,7.278278985320871,2,4,0,4,3,2,12.13942021029482,6,0.0,8.711412885510219,1267.0,0,1,12.869967192359528,0.0,0.0,12.869967192359528,1.0,0.0,2,0,2,0.7304631471189666,2,6,6,0,3,14.184403604277843,0,2.0,471.0,5,5,2,8.013883697367245,4.2014612941903655,0.0,0.0,0.0,0.0,3,4,0.0,8,3,12.301387370778713,14.972794582239972,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,6.172972078519893,20.00570388415683,1,1,0,0,5,5,1968,1993,0.0,3,4,4,4,3,5,10.607780484836361,6,0.0,11.803187615983378,1461.0,2,1,13.718474018099792,0.0,0.0,13.718474018099792,0.0,0.0,2,1,3,0.7304631471189666,3,7,2,1,5,14.132483878148479,2,2.0,440.0,5,5,2,0.0,6.574446614595114,7.873203454932757,0.0,0.0,0.0,3,2,0.0,9,0,12.100717685412471,15.686251940363096,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,6.221213632878419,20.0307970774932,1,1,3,0,7,5,1970,1970,8.930417557876343,3,4,4,4,3,6,0.0,6,0.0,12.887995516624098,1304.0,2,1,13.648545312826599,0.0,0.0,13.648545312826599,0.0,0.0,2,0,3,0.7304631471189666,3,7,6,1,2,14.135651502935826,3,2.0,530.0,5,5,2,6.615044151314694,0.0,0.0,0.0,0.0,0.0,3,2,0.0,7,2,12.066816325306588,15.474169805813387,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,6.047663906109832,20.013439118920573,1,1,0,0,5,4,1967,1967,8.059125775508376,3,4,4,4,3,1,11.12842079550861,6,0.0,10.367043074799394,1214.0,4,1,12.67951148163445,0.0,0.0,12.67951148163445,0.0,0.0,2,0,3,0.7304631471189666,3,5,6,1,1,14.1308990400563,2,1.0,318.0,5,5,2,0.0,6.8631354368480935,0.0,0.0,0.0,0.0,3,4,0.0,9,1,11.870606902224587,14.797936718741157,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15,6.268453117386751,20.281968105433208,1,1,3,0,7,4,1988,1989,5.968980585391403,3,4,4,4,3,6,0.0,6,0.0,14.034532155053236,1907.0,2,1,14.118195633475512,0.0,0.0,14.118195633475512,0.0,0.0,3,0,5,1.1943176378757767,3,9,6,0,3,14.165608453322646,3,3.0,766.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,9,0,12.049424683420915,16.348539349754496,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10,6.047663906109832,19.486740992440083,1,1,0,0,8,4,1999,2000,9.178050664421775,2,4,2,4,2,2,11.023122571213104,6,0.0,9.294080796212425,1004.0,0,1,12.136614936437766,11.666812715499137,0.0,13.943905761903997,0.0,0.0,2,1,3,0.7304631471189666,2,7,6,2,5,14.18127774085417,0,3.0,660.0,5,5,2,8.355622538951035,6.7707662019989225,0.0,0.0,0.0,0.0,3,0,0.0,3,2,12.345838935721968,15.32688040085773,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,5.831327892742091,21.657097058290677,1,1,0,0,6,4,1997,1997,0.0,3,4,2,4,3,2,11.578150414549127,6,0.0,6.789529331141852,928.0,0,1,11.916130991886709,11.627707599932261,0.0,13.794031435686074,1.0,0.0,2,1,3,0.7304631471189666,2,7,6,0,3,14.178149219316415,2,2.0,470.0,5,5,2,8.831513536945508,6.635082099792532,0.0,0.0,0.0,0.0,3,2,0.0,10,3,12.352339472153524,15.1327159445501,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,5.968980585391403,20.069142933286322,1,1,3,0,4,4,1971,1971,0.0,3,4,4,4,3,0,9.905600473990324,6,0.0,9.905600473990324,864.0,4,1,11.718228468762483,0.0,0.0,11.718228468762483,0.0,0.0,1,0,3,0.7304631471189666,3,5,6,1,4,0.0,1,0.0,0.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,6,4,11.652696102959753,13.730882561077351,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5,6.172972078519893,20.487423690247535,1,1,3,0,7,4,2005,2005,0.0,2,4,2,4,0,2,12.878993133201504,6,0.0,9.917059938656934,1734.0,0,1,13.741484514388235,0.0,0.0,13.741484514388235,1.0,0.0,2,0,3,0.7304631471189666,2,7,6,0,3,14.19064737641105,0,2.0,660.0,5,5,2,7.620056264664793,4.137710644618417,0.0,0.0,0.0,0.0,3,4,0.0,0,0,12.468440756144114,15.976615886699202,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9,5.995517194712504,19.24422304323634,1,1,3,0,5,3,1952,1952,0.0,3,1,4,4,3,5,10.307493576715228,6,0.0,9.73416781526148,910.0,1,1,11.861672733907639,10.14263935689581,0.0,13.065429595673672,0.0,0.0,2,0,4,0.7304631471189666,3,6,6,0,3,14.182841004523032,3,2.0,720.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.0,8,4,12.019749091416921,14.617395733168038,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,6.172972078519893,20.00570388415683,1,1,0,0,7,4,1999,1999,7.909100235945503,2,4,2,4,1,2,11.066450266913,6,0.0,11.54468351231224,1490.0,0,1,13.30476647802179,0.0,0.0,13.30476647802179,1.0,0.0,2,0,3,0.7304631471189666,2,6,6,0,3,14.18127774085417,2,2.0,577.0,5,5,2,7.397497957722461,4.4372688011897266,0.0,0.0,0.0,0.0,3,4,0.0,8,3,12.225880174775122,15.479725154331321,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15,5.968980585391403,19.50142835308321,1,1,3,0,5,4,1963,1963,9.294080796212425,3,4,4,4,3,5,12.950363654675687,6,0.0,9.69122459677165,1728.0,4,1,13.730882561077351,0.0,0.0,13.730882561077351,1.0,0.0,2,0,6,1.1943176378757767,3,10,6,0,3,14.124552834680129,3,2.0,504.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,2,0,11.736077016252437,15.964849395619208,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2,4.137710644618417,14.920533996856962,1,1,3,0,6,4,2004,2006,5.357203202420049,2,4,2,4,3,6,0.0,6,0.0,12.03979401386066,970.0,0,1,12.03979401386066,11.292802622125064,0.0,13.697102127294201,0.0,0.0,2,0,3,0.7304631471189666,2,7,0,0,3,14.189087426187385,3,2.0,380.0,5,5,2,0.0,4.969939052451073,0.0,0.0,0.0,0.0,3,4,0.0,6,0,11.775297421715827,15.116898540799268,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6,5.392276337227255,17.98987134386776,1,1,3,0,5,6,1931,1993,0.0,3,4,4,4,3,1,8.200959587116674,6,0.0,10.302477323271576,715.0,4,1,11.753109857707855,0.0,0.0,11.753109857707855,1.0,0.0,1,0,2,0.7304631471189666,3,5,6,0,3,14.073383820784445,3,1.0,180.0,1,5,2,5.285266416806648,0.0,0.0,0.0,0.0,0.0,3,4,0.0,2,3,11.561725152903833,13.4779620743407,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,5.80273872401839,19.672887062361646,1,1,0,0,7,4,2001,2001,7.873203454932757,2,4,2,4,3,6,0.0,6,0.0,11.781373330676752,884.0,0,1,11.781373330676752,12.52561518022635,0.0,14.23714129581766,0.0,0.0,2,1,3,0.7304631471189666,2,8,6,1,2,14.184403604277843,0,2.0,434.0,5,5,2,7.397497957722461,5.285266416806648,0.0,0.0,0.0,0.0,3,4,0.0,7,4,12.312686874960354,15.398955055543583,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,5.7737732204907655,18.7533959357533,1,1,3,0,7,4,2004,2005,7.020909424392293,3,4,2,4,3,2,11.070359541275336,6,0.0,9.715841640087826,1080.0,0,1,12.343354263952241,0.0,0.0,12.343354263952241,1.0,0.0,1,0,3,0.7304631471189666,2,6,6,0,3,0.0,1,0.0,0.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,6,2,11.856522261533737,14.424808501166465,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9,5.392276337227255,18.06178179936772,1,1,3,0,5,3,1936,1950,0.0,3,4,2,4,3,6,0.0,6,0.0,11.818680333426093,896.0,2,1,11.818680333426093,9.996045490671595,0.0,12.97675247894356,0.0,0.0,1,0,3,0.7304631471189666,3,7,6,0,3,14.081426241171904,3,1.0,240.0,1,5,2,8.103593650252291,6.9168874400292815,0.0,0.0,0.0,0.0,3,4,0.0,6,0,11.652696102959753,14.54012741646453,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,7.020909424392293,20.013825547236422,1,1,3,0,5,5,1975,1975,0.0,3,4,4,4,0,1,11.207944956626681,6,0.0,8.631303105111629,969.0,4,1,12.036902975718593,0.0,0.0,12.036902975718593,0.0,0.0,1,1,3,0.7304631471189666,3,5,6,0,3,14.143558628326556,3,2.0,440.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.0,0,1,11.711784520403112,14.084638269147439,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,6.789529331141852,21.215303433656715,1,1,3,0,8,4,2007,2008,9.928474706380097,2,4,0,4,1,2,13.097315859058341,6,0.0,9.103010378675691,1710.0,0,1,13.698887979000148,0.0,0.0,13.698887979000148,1.0,0.0,2,0,2,0.7304631471189666,2,6,6,1,2,14.193765294899782,2,3.0,866.0,5,5,2,0.0,6.694190605394483,0.0,0.0,0.0,0.0,3,4,0.0,0,2,12.827731880206521,15.92934040971261,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10,6.221213632878419,21.482503886832898,1,1,0,0,6,4,1971,1971,8.622253717854797,3,4,4,4,3,5,9.812268655479881,6,0.0,9.770475803559007,825.0,2,1,12.387900672947353,11.818680333426093,0.0,14.171884182186483,0.0,0.0,2,1,4,0.7304631471189666,3,8,6,1,2,14.13723429091449,2,2.0,495.0,5,5,2,0.0,5.859551208605442,0.0,0.0,0.0,0.0,3,1,0.0,8,0,12.154784614286667,15.282750986306882,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,6.2331156677328,21.096156796908126,1,1,3,0,6,6,1960,1975,0.0,3,4,2,4,1,1,9.888326631702043,0,12.343354263952241,6.512195594586373,1602.0,2,1,12.769087694489059,0.0,0.0,12.769087694489059,1.0,0.0,1,0,1,0.7304631471189666,3,4,6,1,2,14.119785966903773,2,2.0,564.0,5,5,2,9.770475803559007,0.0,0.0,0.0,0.0,0.0,3,4,0.0,5,2,12.367345048436391,15.324570275554853,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
